,MS SubClass,MS Zoning_string,Lot Frontage,Lot Area,Street_string,Lot Shape_string,Land Contour_string,Utilities_string,Lot Config_string,Land Slope_string,Neighborhood_string,Condition 1_string,Condition 2_string,Bldg Type_string,House Style_string,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style_string,Roof Matl_string,Exterior 1st_string,Exterior 2nd_string,Mas Vnr Type_string,Mas Vnr Area,Exter Qual,Exter Cond,Foundation_string,Bsmt Qual,Bsmt Cond,Bsmt Exposure_string,BsmtFin Type 1_string,BsmtFin SF 1,BsmtFin Type 2_string,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating_string,Heating QC,Central Air_string,Electrical_string,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional_string,Fireplaces,Fireplace Qu_string,Garage Type_string,Garage Yr Blt,Garage Finish_string,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive_string,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC_string,Misc Val,Mo Sold,Yr Sold,Sale Type_string,SalePrice,Remodeled,total_square_feet,Garage_combined
1743,30,6,60,7200,1,3,3,0,0,0,20,2,2,0,2,5,7,3763600,3968064,1,1,8,8,3,294,3,4,1,3,3,4,1,510,6,0,278,788,0,3,1,4,804,0,0,804,1,0,1,0,2,1,4,4,7,2,2,1,3763600,3,1,240,3,3,2,0,0,154,0,0,0,3,0,2,4040100,8,119000,1,2380,8129376000
1744,60,5,69,7590,1,3,3,0,4,0,15,4,2,0,5,5,5,3849444,3849444,1,1,12,12,1,288,3,3,1,3,3,4,0,540,6,0,324,864,0,3,1,4,876,936,0,1812,0,0,2,0,4,1,3,8,7,1,5,1,3849444,2,1,264,3,3,2,0,168,0,0,0,0,3,0,7,4028049,8,169500,0,3708,9146278944
1745,60,5,0,8795,1,0,3,0,4,0,8,2,2,0,5,7,5,4000000,4000000,1,1,12,12,2,0,4,3,2,4,3,4,2,300,6,0,652,952,0,5,1,4,980,1276,0,2256,0,0,2,1,4,1,4,8,7,1,5,3,4000000,0,2,554,3,3,2,224,54,0,0,0,0,3,0,4,4036081,8,236000,0,4438,39888000000
1746,120,6,44,3843,1,0,1,0,4,1,6,2,2,4,2,8,5,4028049,4032064,3,1,5,5,3,186,5,3,2,5,3,1,2,1476,6,0,120,1596,0,5,1,4,1648,0,0,1648,1,1,2,0,2,1,5,5,7,1,2,1,4028049,0,2,525,3,3,2,162,53,0,153,0,0,3,0,8,4032064,6,294464,1,5055,38065063050
1747,60,5,85,11075,1,3,3,0,4,0,15,2,2,0,5,6,5,3876961,3876961,1,1,6,6,2,0,3,3,1,2,3,2,0,500,3,276,176,952,0,3,1,4,1092,1020,0,2112,0,0,2,1,4,1,3,9,7,2,2,1,3876961,3,2,576,3,3,2,280,0,0,0,0,0,3,0,6,4032064,8,206900,0,4296,40196331648
1748,60,5,76,10142,1,0,3,0,4,0,23,2,2,0,5,7,5,4016016,4016016,1,1,12,12,2,0,4,3,2,4,3,4,2,656,6,0,300,956,0,5,1,4,956,1128,0,2084,1,0,2,1,4,1,4,8,7,0,3,3,4016016,2,2,618,3,3,2,0,45,0,0,0,0,3,0,1,4040100,8,233000,0,4041,44674161984
1749,30,6,56,7741,1,3,3,0,4,0,20,2,2,0,2,6,5,3701776,3802500,1,1,8,8,2,0,3,3,0,3,2,4,1,143,5,72,817,1032,0,4,0,0,1032,0,0,1032,0,0,1,0,2,1,3,5,7,0,3,5,3980025,3,1,280,3,3,2,0,0,112,0,0,0,3,0,6,4024036,0,108000,1,3096,10029663000
1750,60,5,65,8139,1,3,3,0,4,0,8,2,2,0,5,6,5,3980025,3984016,1,1,12,12,1,119,3,3,2,4,3,4,0,476,6,0,204,680,0,4,1,4,680,790,0,1470,0,0,2,1,3,1,3,7,7,1,5,3,3980025,0,2,420,3,3,2,192,49,0,0,0,0,3,0,10,4032064,8,165000,1,3071,30088989000
1751,20,5,45,8982,1,0,3,0,1,0,5,2,2,0,2,5,5,3908529,3908529,1,1,5,5,2,0,3,3,1,4,3,0,0,539,6,0,501,1040,0,3,1,4,1040,0,0,1040,0,0,1,1,3,1,3,5,7,0,3,5,3908529,3,2,748,3,3,2,0,0,0,0,0,0,3,0,1,4028049,8,134900,0,3120,52624434456
1752,45,6,51,6120,1,3,3,0,4,0,3,2,2,0,1,5,7,3759721,3802500,1,1,0,0,2,0,4,3,0,3,3,4,6,0,6,0,884,884,0,5,1,4,884,0,0,884,0,0,1,0,2,1,3,5,7,0,3,5,3759721,3,1,240,3,3,2,0,0,136,0,0,0,3,0,7,4028049,8,113000,1,2652,8120997360
1753,20,5,70,16561,1,1,2,0,4,1,5,2,2,0,2,5,5,3984016,3984016,1,1,12,12,2,0,3,3,2,4,3,4,0,549,6,0,548,1097,0,5,1,4,1097,0,0,1097,1,0,1,1,3,1,3,6,7,0,3,1,3984016,3,1,242,3,3,2,306,0,0,0,0,0,3,0,7,4028049,8,147900,0,3597,8677186848
1754,30,5,56,4060,1,3,3,0,0,0,7,1,2,0,2,5,8,3694084,3802500,1,1,13,13,2,0,3,3,2,2,3,4,6,0,6,0,864,864,0,5,1,4,864,0,0,864,0,0,1,0,2,1,3,4,7,0,3,6,0,1,0,0,0,0,2,0,96,0,0,0,0,3,0,7,4036081,8,99900,1,2688,0
1755,160,5,24,2308,1,3,3,0,2,0,16,2,2,4,5,6,6,3900625,3900625,1,1,9,2,2,0,3,3,1,4,3,4,0,286,3,294,275,855,0,4,1,4,855,601,0,1456,0,0,2,1,4,1,3,7,7,0,3,1,3900625,2,2,460,3,3,2,0,0,0,0,0,0,3,0,5,4032064,8,143000,0,3166,32297175000
1756,50,6,52,6240,1,3,3,0,4,0,3,2,2,0,0,6,6,3740356,3802500,1,1,13,13,2,0,3,3,2,3,3,4,6,0,6,0,816,816,0,3,1,4,816,0,360,1176,0,0,1,0,3,1,3,6,7,1,2,5,3940225,3,2,528,3,3,2,112,0,0,0,0,0,3,400,9,4024036,8,114500,1,2920,37447898400
1757,20,5,0,8789,1,0,3,0,4,0,22,2,2,0,2,5,6,3869089,3869089,1,1,12,12,2,0,3,3,1,3,3,2,5,659,6,0,253,912,0,3,1,4,941,0,0,941,0,0,1,0,3,1,3,6,7,1,4,1,3869089,3,1,288,3,3,2,64,0,0,0,0,0,3,0,6,4024036,8,129200,0,2829,10028678688
1758,120,6,64,5587,1,0,1,0,4,1,6,2,2,4,2,8,5,4032064,4032064,3,1,5,5,3,186,5,3,2,5,3,1,2,1480,6,0,120,1600,0,5,1,4,1652,0,0,1652,1,1,2,0,2,1,4,5,7,1,2,1,4032064,0,2,482,3,3,2,162,53,0,153,0,0,3,0,11,4032064,6,392500,0,5067,34982187264
1759,70,5,66,9042,1,3,3,0,4,0,6,2,2,0,5,7,9,3767481,4024036,1,1,5,5,2,0,5,4,4,3,4,4,2,275,6,0,877,1152,0,5,1,4,1188,1152,0,2340,0,0,2,0,4,1,4,9,7,2,2,1,3767481,2,1,252,3,3,2,0,60,0,0,0,0,3,2500,5,4040100,8,266500,1,4704,8544646908
1760,80,5,57,8923,1,0,3,0,4,0,8,2,2,0,7,7,5,3992004,3992004,1,1,12,12,2,0,4,3,2,4,3,4,2,189,6,0,195,384,0,4,1,4,751,631,0,1382,0,0,2,1,3,1,3,7,7,1,5,3,3992004,0,2,396,3,3,2,256,0,0,0,0,0,3,0,2,4036081,8,177500,0,2406,28455004512
1761,20,5,75,12518,1,0,3,0,4,0,14,2,2,0,2,5,7,3873024,3873024,1,1,6,6,1,182,3,3,1,3,3,4,0,532,6,0,476,1008,0,4,1,4,1008,0,0,1008,0,0,1,0,3,1,4,6,7,0,3,1,3873024,3,1,384,3,3,2,144,0,0,0,0,0,3,0,4,4036081,8,139500,0,3168,13385170944
1762,60,5,85,11069,1,3,3,0,0,0,5,2,2,0,5,6,5,4028049,4028049,1,1,12,12,2,0,4,3,2,4,3,4,6,0,6,0,608,608,0,5,1,4,608,788,0,1396,0,0,2,1,3,1,4,6,7,1,2,3,4028049,0,2,440,3,3,2,100,36,0,0,0,0,3,0,7,4036081,8,170000,0,2748,31902148080
1763,60,5,80,8800,1,3,3,0,4,0,15,2,2,0,5,6,7,3857296,3988009,1,1,8,8,1,306,3,4,1,3,3,4,0,414,6,0,431,845,0,5,1,4,845,1309,0,2154,0,0,2,1,5,1,3,8,7,1,2,1,3857296,2,2,539,3,3,2,0,0,0,0,161,0,3,0,7,4028049,8,224500,1,3844,37423485792
1764,60,5,96,13262,1,0,3,0,4,0,19,2,2,0,5,8,5,4012009,4016016,1,1,12,12,3,186,4,3,2,4,3,4,6,0,6,0,1082,1082,0,5,1,4,1105,1295,0,2400,0,0,3,1,4,1,4,10,7,1,2,3,4012009,0,3,730,3,3,2,114,40,0,0,0,0,3,0,6,4036081,8,290000,1,4718,79076697390
1765,50,6,0,7758,1,3,3,0,0,0,11,2,2,0,0,7,4,3728761,3802500,1,1,11,11,1,600,3,2,2,3,3,4,3,224,6,0,816,1040,0,5,1,1,1226,592,0,1818,0,0,1,1,4,1,3,7,7,2,5,5,3806401,3,1,240,3,3,2,0,0,0,0,184,0,3,0,6,4028049,8,169500,1,3898,8221826160
1766,20,5,43,12118,1,0,3,0,1,0,14,2,2,0,2,7,5,4016016,4020025,3,1,12,12,3,108,4,3,2,5,3,2,6,0,6,0,1710,1710,0,5,1,4,1710,0,0,1710,0,0,2,0,3,1,4,7,7,1,2,1,4016016,0,2,550,3,3,2,100,48,0,0,180,0,3,0,4,4036081,8,240000,1,5278,39758558400
1767,20,5,80,9600,1,3,3,0,4,0,15,2,2,0,2,5,6,3822025,3822025,3,1,6,6,1,176,3,4,1,3,3,4,1,368,6,0,710,1078,0,5,1,4,1150,0,0,1150,1,0,1,0,2,1,3,6,7,0,3,1,3822025,0,1,288,3,3,2,0,0,0,0,175,0,3,0,10,4028049,8,144000,0,3306,9906688800
1768,60,5,100,9500,1,3,3,0,0,0,15,0,2,0,5,6,6,3857296,3912484,1,1,12,12,0,272,3,3,1,3,3,4,5,442,6,0,374,816,0,3,1,4,1127,850,0,1977,0,1,1,1,4,1,3,9,7,1,5,1,3857296,2,2,540,3,3,2,0,52,0,0,0,0,3,0,6,4028049,8,165000,1,3661,37492917120
1769,120,5,50,7175,1,3,3,0,4,0,23,2,2,4,2,6,5,3960100,3964081,1,1,9,7,2,0,4,3,2,4,3,4,6,0,6,0,1332,1332,0,4,1,4,1332,0,0,1332,0,0,2,0,2,1,4,5,7,0,3,1,3960100,2,2,542,3,3,2,0,60,0,0,0,0,3,0,2,4036081,8,145000,1,4056,38634735600
1770,20,5,0,11200,1,0,3,0,1,0,7,2,2,0,2,5,3,3857296,3857296,1,1,13,13,2,0,3,2,1,3,3,2,6,0,6,0,1250,1250,0,5,1,4,1298,0,0,1298,0,0,2,0,3,1,3,5,7,0,3,5,3857296,3,2,504,3,2,0,0,144,0,0,0,0,3,0,6,4040100,0,114000,0,3942,23328926208
1771,20,5,110,14226,1,3,3,0,0,0,19,2,2,0,2,8,5,4024036,4024036,3,1,12,12,1,375,4,3,2,4,3,0,6,0,6,0,1935,1935,0,4,1,4,1973,0,0,1973,0,0,2,0,3,1,4,9,7,1,2,1,4024036,0,3,895,3,3,2,315,45,0,0,0,0,3,0,7,4028049,6,395000,0,6203,97240829940
1772,160,6,24,2760,1,3,3,0,4,0,2,2,2,4,5,6,5,3892729,3892729,1,1,6,6,1,514,3,3,1,3,3,4,6,0,6,0,525,525,0,3,1,4,525,567,0,1092,0,0,1,1,3,1,3,6,7,0,3,5,3892729,3,2,440,3,3,2,0,0,0,0,0,0,3,0,12,4024036,8,105500,0,2142,30830413680
1773,60,5,85,11050,1,3,3,0,4,0,14,2,2,0,5,8,5,3992004,3996001,1,1,12,12,2,0,4,3,2,4,3,4,2,615,6,0,434,1049,0,5,1,4,1036,880,0,1916,1,0,2,1,3,1,4,8,7,1,5,1,3992004,3,3,741,3,3,2,0,70,0,0,0,0,3,0,5,4040100,8,254900,1,4084,79868024028
1774,20,5,60,7200,1,3,3,0,4,0,15,2,2,0,2,5,3,3802500,3802500,1,1,14,14,2,0,3,3,1,3,3,4,3,432,6,0,432,864,0,2,1,0,1238,0,0,1238,0,0,1,1,3,1,3,6,3,1,5,1,3802500,3,1,357,3,3,2,0,171,0,0,0,0,3,0,11,4028049,8,102000,0,3137,12217432500
1775,60,5,79,12420,1,3,3,0,4,0,5,2,2,0,5,7,5,4004001,4004001,1,1,12,12,2,0,4,3,2,4,3,4,2,666,6,0,278,944,0,5,1,4,944,896,0,1840,1,0,2,1,3,1,4,6,7,0,3,1,4004001,2,2,622,3,3,2,0,45,0,0,0,0,3,0,6,4036081,8,230000,0,3773,44828795196
1776,70,6,51,6120,1,3,3,0,4,0,3,2,2,0,5,5,8,3686400,4016016,1,1,8,8,2,0,3,3,0,3,3,2,6,0,6,0,939,939,0,5,1,4,939,574,0,1513,0,0,1,1,4,1,3,8,7,0,3,5,3736489,3,1,180,2,2,0,24,0,150,0,0,0,3,0,5,4028049,8,137500,1,3415,2690272080
1777,30,5,55,7111,1,0,0,0,4,0,3,2,2,0,2,5,7,3717184,3932289,1,1,14,14,2,0,4,4,0,3,3,4,3,406,1,273,329,1008,0,3,1,4,1143,0,0,1143,0,0,1,0,2,1,3,5,7,1,4,5,3968064,3,1,288,3,3,2,265,0,0,0,0,0,3,0,7,4032064,8,138000,1,3424,10285221888
1778,80,5,66,19255,1,0,3,0,4,0,23,2,2,0,7,6,5,3932289,3932289,1,1,13,13,1,100,4,3,1,4,3,0,5,70,2,450,0,520,0,4,1,4,1338,0,0,1338,0,0,1,1,2,1,4,5,3,1,4,1,3932289,3,2,576,3,3,2,0,0,0,0,0,0,3,600,9,4036081,8,156500,0,2378,40769972352
1779,20,5,70,8120,1,3,3,0,4,0,15,2,2,0,2,4,7,3880900,3880900,1,1,8,8,2,0,3,4,1,3,3,4,0,191,6,0,673,864,0,5,1,4,864,0,0,864,0,0,1,0,3,1,3,5,7,0,3,5,3976036,3,2,463,3,3,2,0,0,0,0,0,0,3,0,7,4036081,8,124500,0,2592,33136284024
1780,60,5,92,11952,1,3,3,0,4,0,17,3,2,0,5,7,6,3908529,3908529,4,4,14,9,2,0,3,3,1,4,3,4,6,0,6,0,808,808,0,3,1,4,1161,808,0,1969,0,0,2,1,3,1,3,8,7,1,2,1,3908529,2,2,534,3,3,2,0,0,0,0,276,0,3,0,11,4028049,8,190000,0,3585,37568780748
1781,20,5,43,3182,1,3,3,0,4,0,0,2,2,0,2,7,5,4028049,4028049,1,1,12,12,1,16,4,3,2,4,3,0,6,0,6,0,1266,1266,0,5,1,4,1266,0,0,1266,0,0,2,0,2,1,4,6,7,1,2,1,4028049,0,2,388,3,3,2,100,16,0,0,0,0,3,0,3,4032064,8,159895,0,3914,28131894216
1782,70,5,51,9842,1,3,3,0,4,0,21,1,2,0,5,5,6,3690241,3992004,1,1,8,13,2,0,3,3,0,3,2,4,6,0,6,0,612,612,0,5,1,4,990,1611,0,2601,0,0,3,1,4,1,3,8,7,0,3,3,3992004,2,2,621,3,3,2,183,0,301,0,0,0,3,0,5,4032064,8,189000,1,4008,44622620712
1783,20,5,0,8020,1,0,3,0,4,0,22,2,2,0,2,5,6,3857296,3857296,1,1,6,6,2,0,3,3,1,3,3,4,0,644,6,0,268,912,0,3,0,4,912,0,0,912,0,0,1,0,3,1,3,6,7,0,3,6,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0,4,4024036,8,124000,0,2736,0
1784,20,5,0,11341,1,0,3,0,4,0,22,2,2,0,2,5,6,3829849,3984016,3,1,13,13,1,180,3,3,1,4,3,4,0,1302,6,0,90,1392,0,3,1,4,1392,0,0,1392,1,0,1,1,3,1,3,5,4,1,2,5,3829849,3,2,528,3,3,2,0,0,0,0,95,0,3,0,5,4040100,8,121500,1,4176,36398884896
1785,90,5,76,12436,1,3,3,0,4,0,15,2,2,2,2,5,5,3829849,3829849,1,1,13,13,2,0,3,3,1,3,3,4,6,0,6,0,1824,1824,0,2,1,0,1824,0,0,1824,0,0,2,0,5,2,3,9,7,0,3,5,3833764,3,2,484,3,3,2,0,0,0,0,0,0,3,0,1,4032064,8,146000,0,5472,33399751968
1786,60,5,75,12192,1,0,3,0,4,0,5,2,2,0,5,7,5,4000000,4004001,1,1,12,12,2,0,4,3,2,4,3,4,2,663,6,0,265,928,0,5,1,4,928,895,0,1823,1,0,2,1,3,1,4,6,7,0,3,1,4000000,2,2,626,3,3,2,192,36,0,0,0,0,3,4500,5,4032064,8,235000,1,3907,45072000000
1787,120,6,44,3842,1,0,1,0,4,1,6,2,2,4,2,8,5,4016016,4020025,3,1,5,5,3,186,4,3,2,5,3,1,2,1564,6,0,30,1594,0,5,1,4,1646,0,0,1646,1,1,2,0,2,1,4,5,7,1,2,1,4016016,0,2,525,3,3,2,128,53,0,0,155,0,3,0,12,4024036,8,300000,1,5015,37951351200
1788,160,6,21,1936,1,3,3,0,4,0,13,2,2,3,5,4,7,3880900,3880900,1,1,5,5,2,0,3,3,1,3,3,4,6,0,6,0,546,546,0,4,1,4,546,546,0,1092,0,0,1,1,3,1,3,5,7,0,3,6,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0,6,4024036,8,90500,0,2184,0
1789,90,5,74,13101,1,0,3,0,4,0,15,2,2,2,2,5,5,3861225,3861225,1,1,6,6,1,108,3,3,1,3,3,4,3,231,6,0,1497,1728,0,3,1,4,1728,0,0,1728,0,0,2,0,6,2,3,10,7,0,3,5,3948169,3,2,576,3,3,2,0,0,0,0,0,0,3,0,11,4032064,8,142600,0,5184,40934616192
1790,20,5,67,9808,1,0,3,0,4,0,5,2,2,0,2,7,5,4008004,4008004,1,1,12,12,1,110,4,3,2,4,3,4,2,788,6,0,785,1573,0,5,1,4,1573,0,0,1573,1,0,2,0,3,1,4,6,7,0,3,1,4008004,2,2,544,3,3,2,0,72,0,0,0,0,3,0,3,4036081,8,227000,0,4791,39246375168
1791,90,5,0,8145,1,0,1,0,0,0,6,2,2,2,4,7,6,3763600,3802500,1,1,13,13,2,0,3,3,0,3,3,4,3,246,6,0,674,920,0,5,1,4,1240,1240,0,2480,0,0,2,1,5,2,3,13,7,2,2,5,3763600,3,2,400,3,3,2,0,0,57,0,0,0,3,0,7,4036081,8,205000,1,4320,27097920000
1792,20,5,73,17227,1,1,3,0,1,1,5,2,2,0,2,8,5,3996001,4000000,1,1,12,12,1,158,4,3,2,4,3,1,2,915,6,0,426,1341,0,5,1,4,1341,0,0,1341,1,0,1,1,1,1,4,5,7,1,5,1,3996001,2,2,482,3,3,2,240,84,0,0,0,0,3,0,1,4028049,8,246900,1,4347,34669304676
1793,70,1,60,5280,1,3,3,0,0,0,11,1,2,0,5,4,7,3591025,3802500,1,1,13,13,2,0,3,3,4,1,2,4,6,0,6,0,173,173,0,5,0,4,825,536,0,1361,0,0,1,0,2,1,3,6,7,0,3,5,3591025,3,1,185,2,3,2,0,123,0,0,0,0,3,0,7,4032064,8,89000,1,1830,3986037750
1794,50,5,89,11792,1,3,3,0,4,0,7,2,2,0,0,4,5,3794704,3802500,1,1,12,12,2,0,3,3,1,3,3,4,6,0,6,0,744,744,0,5,0,1,792,328,0,1120,0,0,1,0,2,1,2,5,7,0,3,5,3825936,3,2,480,3,2,1,0,0,0,0,160,0,3,0,6,4040100,8,64000,1,2608,22037391360
1795,120,5,40,3876,1,0,3,0,4,0,9,2,2,3,2,8,5,3912484,3912484,1,1,13,9,2,0,4,3,1,4,3,1,2,652,5,526,48,1226,0,3,1,4,1226,0,0,1226,1,0,1,0,1,1,4,4,7,1,5,1,3912484,0,2,484,3,3,2,133,60,0,0,0,0,3,0,7,4024036,8,170000,0,3871,34085560608
1796,60,5,107,13891,1,3,3,0,4,0,19,2,2,0,5,9,5,4032064,4036081,3,1,12,12,3,424,5,3,2,5,3,1,6,0,6,0,1734,1734,0,5,1,4,1734,1088,0,2822,0,0,3,1,4,1,5,12,7,1,2,3,4036081,2,3,1020,3,3,2,52,170,0,0,192,0,3,0,1,4036081,6,582933,1,6512,111153670740
1797,30,6,50,6000,1,3,3,0,4,0,20,0,2,0,2,6,6,3705625,3920400,1,1,8,8,2,0,3,4,0,3,3,4,1,397,6,0,706,1103,0,4,1,4,1103,0,0,1103,0,0,1,0,2,1,4,5,7,1,2,5,3904576,3,2,440,3,3,2,166,120,0,0,0,0,3,0,7,4024036,8,110500,1,3595,30924241920
1798,20,5,80,8240,1,3,3,0,4,0,7,2,2,0,2,6,6,3841600,3841600,3,1,6,6,3,198,3,3,1,3,3,4,6,0,6,0,1179,1179,0,4,1,4,1179,0,0,1179,0,0,1,0,2,1,3,5,3,0,3,1,3841600,0,2,622,3,3,1,0,0,0,0,0,0,3,0,6,4028049,8,110000,0,3537,43010553600
1799,20,5,50,9405,1,3,3,0,4,0,7,2,2,0,2,5,9,3790809,4032064,3,1,12,12,2,0,3,5,1,3,3,4,6,0,6,0,698,698,0,5,1,4,698,0,0,698,0,1,1,0,2,1,3,4,7,0,3,6,0,1,0,0,0,0,2,0,200,0,0,0,0,3,0,6,4036081,8,118000,1,2294,0
1800,60,5,85,10625,1,3,3,0,4,0,19,2,2,0,5,7,5,4012009,4016016,1,1,12,12,1,292,4,3,2,4,3,4,2,866,6,0,132,998,0,5,1,4,1006,1040,0,2046,1,0,2,1,3,1,4,8,7,1,2,3,4012009,2,3,871,3,3,2,320,62,0,0,0,0,3,0,8,4032064,8,284000,1,4424,94350415653
1801,60,5,70,9247,1,0,3,0,4,0,15,2,2,0,5,6,6,3849444,3849444,1,1,6,6,1,318,3,3,1,3,3,4,5,319,6,0,539,858,0,5,1,4,858,858,0,1716,0,0,1,1,4,1,3,8,7,1,2,1,3849444,0,2,490,3,3,2,0,84,0,0,120,0,3,0,3,4032064,8,171000,0,3516,33952096080
1802,60,5,96,10628,1,0,3,0,0,0,23,2,2,0,5,7,5,4016016,4016016,1,1,12,12,2,0,4,3,2,4,3,1,6,0,6,0,835,835,0,5,1,4,871,941,0,1812,0,0,2,1,3,1,4,8,7,0,3,3,4016016,2,2,478,3,3,2,146,91,0,0,0,0,3,0,1,4036081,8,193000,0,3719,34553801664
1803,20,5,0,11000,1,1,3,0,0,0,14,2,2,0,2,5,6,3904576,4012009,1,1,9,9,2,0,3,3,2,4,3,4,3,1090,6,0,0,1090,0,3,1,4,1178,0,0,1178,1,0,1,1,3,1,3,6,7,0,3,1,3904576,3,2,502,3,3,2,0,44,0,0,88,0,3,0,6,4028049,8,135000,1,3402,35281748736
1804,70,5,54,9399,1,3,0,0,4,0,6,2,2,0,4,7,8,3682561,3802500,1,1,8,11,2,0,3,3,0,3,3,2,6,0,6,0,818,818,0,3,1,4,818,818,0,1636,0,0,1,1,4,1,4,7,7,1,2,5,3682561,3,1,288,2,3,0,0,0,212,0,0,0,3,0,9,4024036,8,167000,1,3272,6363465408
1805,20,6,60,7200,1,3,3,0,4,0,20,2,2,0,2,4,5,3802500,3802500,1,1,8,8,2,0,3,3,1,3,3,4,6,0,6,0,576,576,0,5,1,4,864,0,0,864,0,0,1,0,2,1,3,5,7,0,3,5,3810304,2,1,528,3,3,2,0,0,0,0,115,0,3,0,8,4024036,0,105000,0,2016,18106564608
1806,20,5,78,10264,1,0,3,0,4,0,5,2,2,0,2,7,5,3996001,3996001,1,1,12,12,1,183,4,3,2,4,3,0,0,1162,6,0,426,1588,0,5,1,4,1588,0,0,1588,0,0,2,0,3,1,4,6,7,0,3,1,3996001,2,2,472,3,3,2,158,29,0,0,0,0,3,0,8,4024036,8,214000,0,4951,33950024496
1807,60,5,0,13215,1,0,3,0,0,0,19,2,2,0,5,8,5,4016016,4016016,1,1,12,12,1,112,4,3,2,4,3,4,2,994,6,0,426,1420,0,5,1,4,1426,488,0,1914,1,0,2,1,3,1,4,9,7,1,5,3,4016016,2,3,746,3,3,2,168,127,0,0,0,0,3,0,2,4024036,8,279000,0,5049,80890594272
1808,80,5,81,10530,1,3,3,0,4,0,17,2,2,0,7,6,6,3900625,4000000,1,1,9,9,1,248,3,3,1,3,2,4,0,548,6,0,127,675,0,3,1,4,1109,766,0,1875,0,0,3,0,3,1,4,8,7,1,5,1,3900625,2,2,485,3,3,2,48,28,0,0,0,0,3,0,6,4024036,8,184500,1,3301,34052456250
1809,50,6,50,6000,1,3,3,0,4,0,20,2,2,0,0,3,7,3794704,4008004,1,1,8,8,2,0,3,4,1,3,3,4,0,331,6,0,318,649,0,5,1,4,679,504,0,1183,0,0,1,1,2,1,3,6,7,0,3,5,3924361,3,1,308,3,3,2,0,176,0,0,0,0,3,0,6,4028049,8,120000,1,2657,10878328692
1810,60,5,70,7703,1,3,3,0,4,0,23,2,2,0,5,6,6,3968064,3968064,1,1,6,6,2,0,4,4,2,4,4,4,2,52,5,364,400,816,0,5,1,4,833,897,0,1730,0,0,2,1,3,1,4,6,7,0,3,1,3968064,2,2,528,3,3,2,0,91,0,0,168,0,3,0,11,4036081,8,171500,0,3453,37712480256
1811,160,2,35,4251,1,0,3,0,4,0,24,2,2,4,5,7,5,4024036,4028049,1,1,8,8,2,0,4,3,2,4,3,4,6,0,6,0,625,625,0,5,1,4,625,625,0,1250,0,0,2,1,2,1,4,5,7,0,3,5,4024036,2,2,528,3,3,2,0,54,0,0,0,0,3,0,6,4028049,6,164700,1,2554,38244438144
1812,60,5,88,12128,1,0,0,0,4,0,23,2,2,0,5,6,4,3956121,3956121,1,1,6,6,1,232,4,3,1,4,3,4,0,549,6,0,319,868,0,5,1,4,1313,1246,0,2559,0,0,2,1,4,1,5,9,7,1,5,1,3956121,2,2,506,3,3,2,0,245,0,0,168,0,3,0,11,4024036,8,209000,0,4540,36032350068
1813,120,6,0,3072,1,3,3,0,4,0,0,2,2,4,2,7,5,4016016,4016016,3,1,12,12,1,18,4,3,2,4,3,4,2,1059,6,0,306,1365,0,5,1,4,1548,0,0,1548,1,0,2,0,2,1,4,7,7,1,5,1,4016016,0,2,388,3,3,2,143,20,0,0,0,0,3,0,9,4024036,8,225000,0,4441,28047855744
1814,50,5,58,8410,1,3,3,0,2,0,7,1,2,0,0,5,3,3648100,3984016,2,1,13,12,2,0,3,2,2,3,3,4,6,0,6,0,658,658,0,3,1,4,658,526,0,1184,0,0,1,0,5,1,3,8,7,0,3,6,0,1,0,0,0,0,0,0,151,0,0,0,0,3,0,5,4024036,8,81000,1,2651,0
1815,20,5,49,15218,1,0,3,0,1,0,24,6,2,0,2,8,5,4024036,4024036,1,1,12,12,2,0,4,3,2,5,4,4,2,1562,6,0,108,1670,0,5,1,4,1670,0,0,1670,1,0,2,1,2,1,4,6,7,1,2,1,4024036,2,3,928,3,3,2,0,240,200,0,0,0,3,0,9,4024036,6,336820,0,5250,100826246016
1816,60,5,0,14364,1,0,2,0,4,1,23,2,2,0,5,7,5,3952144,3956121,1,1,9,9,1,128,4,3,1,4,3,1,2,1065,6,0,92,1157,0,5,1,4,1180,882,0,2062,1,0,2,1,3,1,3,7,7,1,2,1,3952144,0,2,454,3,3,2,60,55,0,0,154,0,3,0,4,4028049,8,277000,1,4491,32296920768
1817,20,5,70,8680,1,3,3,0,4,0,15,2,2,0,2,5,7,3841600,3841600,3,1,5,5,2,0,3,3,1,3,3,4,6,0,6,0,894,894,0,3,1,4,894,0,0,894,0,0,1,0,3,1,3,5,7,0,3,5,3861225,3,1,312,3,3,2,0,0,0,0,0,0,3,0,1,4028049,8,117600,0,2682,10842319800
